55,73,78,31,
76,102,137,90,
88,113,68,71,
83,118,63,76,
83,124,41,82,
83,136,53,94,
64,82,69,40,
66,91,78,49,
102,138,191,159,
65,110,149,120,
59,83,148,101,
42,66,131,84,
67,91,156,109,
42,66,131,84,
39,63,128,81,
42,66,131,84,
61,45,144,88,
56,40,139,88,
51,35,134,79,
51,35,131,73,
65,45,148,101,
55,13,138,91,
55,39,138,89,
75,59,158,103,
63,51,150,99,
69,54,152,86,
52,36,129,71,
43,61,119,72,
35,53,116,69,
53,70,136,89,
33,51,112,65,
32,50,101,54,
37,61,126,79,
39,63,128,81,
38,62,127,80,
33,57,122,75,
48,66,119,72,
56,74,79,30,
43,61,90,43,
77,103,138,91,
89,112,69,70,
89,124,39,82,
88,119,36,77,
84,137,54,95,
79,97,54,55,
78,96,83,54,
69,94,81,52,
101,137,192,158,
66,111,150,121,
57,81,146,99,
51,75,140,93,
68,92,157,110,
43,67,131,84,
42,66,131,84,
46,70,135,88,
62,46,145,89,
61,45,141,83,
57,41,140,89,
59,43,142,87,
59,43,139,81,
54,38,127,69,
70,50,153,106,
56,12,139,92,
61,45,144,95,
56,40,139,88,
80,64,163,108,
78,62,161,106,
81,65,164,97,
82,73,171,117,
74,60,159,104,
47,67,156,105,
63,60,146,88,
67,58,149,82,
37,55,118,71,
54,71,137,90,
55,68,138,91,
54,71,137,90,
35,53,114,67,
34,52,113,66,
33,51,102,55,
39,57,94,47,
34,52,103,56,
42,60,121,74,
42,66,131,84,
57,75,80,29,
46,64,96,42,
82,108,143,96,
91,110,71,68,
90,113,70,71,
90,125,40,83,
89,120,35,78,
91,116,37,74,
86,104,47,62,
85,103,49,61,
113,131,118,89,
79,97,84,55,
81,99,86,57,
70,95,82,53,
87,123,196,144,
71,116,155,126,
56,80,145,98,
66,90,155,108,
52,76,141,94,
96,88,185,132,
45,63,124,77,
54,78,143,96,
68,92,157,110,
60,44,140,82,
58,42,141,86,
60,44,140,82,
61,45,141,83,
49,49,116,58,
57,41,130,72,
75,55,158,111,
59,10,142,95,
61,7,144,97,
57,41,140,89,
58,42,141,90,
82,66,165,98,
84,70,159,92,
75,80,164,117,
71,63,160,107,
40,74,149,98,
66,63,149,91,
62,61,145,87,
66,59,149,83,
69,63,144,77,
74,91,157,110,
56,69,139,92,
57,66,140,92,
59,76,142,95,
38,56,117,70,
41,59,120,67,
35,53,114,67,
34,52,103,54,
41,59,120,73,
51,75,140,93,
57,78,83,26,
47,65,97,41,
93,119,154,107,
91,109,72,67,
91,114,71,72,
99,134,49,92,
90,119,34,77,
92,115,36,73,
92,117,38,75,
124,142,129,100,
80,98,83,56,
73,98,85,56,
84,120,193,141,
78,123,162,133,
55,79,144,97,
80,104,169,122,
80,93,169,122,
82,74,171,118,
44,62,123,76,
60,84,149,102,
69,93,158,111,
61,45,141,83,
66,50,139,81,
61,45,141,83,
63,47,143,85,
45,63,101,43,
36,54,115,68,
58,42,131,73,
58,42,131,73,
90,70,173,126,
77,57,160,113,
61,8,144,97,
62,6,145,98,
65,49,148,97,
79,92,162,115,
72,66,147,80,
79,84,168,121,
72,83,161,114,
67,67,156,109,
72,64,161,108,
39,75,148,97,
37,77,146,95,
67,64,150,92,
63,62,146,86,
59,64,142,90,
60,72,135,68,
70,64,145,78,
75,92,158,111,
67,80,150,103,
66,75,149,101,
58,65,141,91,
60,77,143,96,
58,78,145,98,
42,60,121,74,
49,67,128,75,
44,62,113,60,
35,53,104,53,
40,58,119,72,
52,76,141,94,
52,70,93,36,
56,79,84,27,
58,79,84,25,
96,122,157,110,
95,121,156,109,
91,118,33,76,
91,120,35,78,
93,118,39,76,
81,99,84,57,
97,122,109,80,
71,107,180,128,
90,126,199,147,
83,128,167,138,
94,118,183,136,
81,105,170,123,
73,73,162,115,
76,68,165,112,
43,61,122,75,
67,88,156,109,
60,44,133,75,
85,69,165,107,
63,47,143,85,
70,54,150,92,
65,49,145,87,
50,68,97,38,
36,54,105,52,
46,64,125,78,
59,43,132,74,
59,43,132,74,
96,76,179,132,
90,70,173,126,
80,60,163,116,
63,5,146,99,
69,53,152,101,
81,94,164,117,
75,88,158,111,
73,67,148,81,
73,67,148,81,
71,69,150,83,
84,89,173,126,
70,70,159,112,
66,68,155,108,
76,68,165,112,
73,65,162,109,
56,92,165,114,
40,76,149,98,
41,77,150,99,
48,90,157,106,
34,78,143,92,
60,71,157,95,
54,78,129,62,
55,78,130,63,
70,66,147,80,
71,63,146,79,
76,93,159,112,
68,81,151,104,
63,80,146,99,
61,78,144,97,
57,77,146,99,
62,82,149,102,
52,70,131,78,
51,69,130,77,
53,77,142,95,
53,77,142,95,
53,71,94,37,
44,88,96,39,
19,63,123,66,
61,82,87,22,
97,123,158,111,
101,127,162,115,
95,122,29,80,
92,121,36,79,
94,119,40,77,
82,100,85,58,
109,134,121,92,
79,115,188,136,
70,106,179,127,
86,122,195,144,
94,130,203,151,
97,142,181,152,
96,120,185,138,
83,107,172,125,
83,107,172,125,
77,71,168,115,
61,45,134,76,
64,48,143,85,
69,53,149,91,
51,69,98,37,
47,65,126,79,
60,44,133,75,
91,71,174,127,
81,61,164,117,
68,6,151,104,
82,95,165,118,
76,89,159,112,
73,68,149,82,
64,72,153,86,
86,91,175,128,
72,72,161,114,
65,69,154,107,
79,71,168,115,
78,70,167,114,
58,94,167,116,
41,77,150,99,
43,79,152,101,
43,79,152,101,
44,80,153,102,
52,96,161,110,
30,74,139,88,
58,73,159,93,
52,80,127,60,
78,95,161,114,
79,96,162,115,
71,84,154,107,
62,72,151,104,
56,78,145,98,
64,84,151,104,
55,73,134,81,
54,78,143,96,
54,78,143,96,
54,72,95,38,
45,89,97,40,
43,87,97,40,
18,62,122,65,
26,70,130,73,
57,75,96,31,
69,90,95,30,
62,83,88,21,
101,127,162,115,
107,133,168,121,
102,128,163,116,
104,130,165,118,
96,123,28,81,
93,122,37,80,
95,120,41,78,
101,126,45,84,
84,102,87,60,
93,129,202,150,
66,102,175,123,
107,143,216,164,
85,121,194,143,
96,132,205,153,
103,148,187,158,
102,126,191,144,
91,115,180,133,
87,111,176,129,
100,124,189,142,
56,92,165,113,
79,73,170,117,
66,50,139,81,
64,48,137,79,
70,54,143,85,
53,71,100,39,
53,71,132,85,
82,62,165,118,
71,3,154,107,
84,97,167,120,
84,97,167,120,
77,90,160,113,
77,72,153,86,
70,78,159,92,
64,73,154,87,
63,73,154,87,
93,98,182,135,
66,78,167,120,
64,70,153,106,
65,101,174,123,
59,95,168,117,
44,80,153,102,
47,83,156,103,
46,82,155,104,
44,80,153,102,
41,85,150,99,
31,75,140,89,
29,73,138,87,
55,76,162,96,
48,84,123,56,
90,107,173,126,
81,98,164,117,
63,71,152,105,
60,77,149,102,
55,79,144,97,
70,90,157,110,
59,83,148,101,
55,73,96,39,
63,107,115,58,
44,88,98,41,
34,78,106,49,
28,72,132,75,
13,57,122,70,
19,63,121,64,
28,72,132,75,
52,87,108,43,
67,88,93,26,
63,84,89,20,
106,132,167,120,
110,136,171,124,
109,135,170,123,
103,129,164,117,
105,131,166,119,
108,134,169,122,
107,133,168,121,
102,129,22,87,
94,123,38,81,
99,128,43,86,
110,135,54,93,
85,103,88,61,
94,130,203,151,
64,100,173,121,
64,100,173,121,
106,142,215,163,
112,148,221,169,
109,145,218,166,
84,120,193,142,
99,135,206,157,
98,134,207,155,
108,153,192,163,
102,128,193,146,
103,127,192,145,
54,90,163,111,
57,93,166,114,
86,80,177,124,
72,56,145,87,
74,58,147,89,
56,74,103,42,
93,73,176,129,
83,63,166,119,
72,4,155,108,
88,101,171,124,
82,77,158,91,
71,79,160,93,
71,80,161,94,
56,80,161,94,
65,76,157,90,
96,101,185,138,
63,81,170,121,
70,106,179,128,
67,103,176,125,
60,96,169,118,
53,83,162,97,
47,83,156,104,
47,83,156,105,
45,81,154,103,
36,80,145,94,
28,72,137,86,
56,77,163,97,
54,77,163,97,
46,86,125,58,
57,93,114,47,
50,86,125,58,
102,119,185,138,
61,78,150,103,
71,91,158,111,
54,98,128,71,
33,77,107,50,
29,73,133,76,
14,58,123,71,
23,67,117,60,
29,73,133,76,
48,91,112,47,
68,89,94,27,
73,94,99,10,
108,134,169,122,
110,136,171,124,
113,139,174,127,
104,130,165,118,
106,132,167,120,
106,132,167,120,
122,148,183,136,
103,130,21,88,
99,128,43,86,
107,136,51,94,
109,137,53,95,
102,138,211,159,
63,99,172,120,
63,99,172,120,
108,144,217,165,
107,143,216,164,
107,143,216,164,
105,141,214,162,
114,150,223,171,
147,183,256,204,
110,146,219,167,
83,119,192,141,
101,137,208,159,
98,134,205,156,
99,135,208,156,
115,160,199,170,
110,155,194,165,
101,129,194,147,
109,133,198,151,
105,129,194,147,
53,89,162,110,
61,97,170,118,
59,95,168,116,
59,95,168,116,
95,89,186,133,
77,61,150,92,
76,60,149,91,
91,71,174,127,
84,64,167,120,
74,6,157,110,
91,86,167,100,
72,80,161,94,
72,81,162,95,
61,80,161,94,
67,78,159,92,
100,105,189,142,
99,104,188,141,
57,87,166,115,
68,86,175,126,
74,110,183,132,
69,105,178,127,
65,101,174,123,
56,86,165,100,
52,88,161,109,
48,84,157,106,
30,74,139,88,
27,71,136,85,
44,88,127,60,
65,101,106,39,
68,104,125,58,
52,88,127,60,
72,92,159,112,
46,90,133,79,
61,105,135,78,
24,68,116,59,
21,65,130,78,
34,78,131,81,
28,72,132,67,
69,92,97,30,
74,95,100,9,
109,135,170,123,
111,137,172,125,
124,150,185,138,
111,137,172,125,
107,133,168,121,
107,133,168,121,
128,154,189,142,
121,148,3,106,
100,129,44,87,
100,129,44,87,
106,142,57,100,
107,143,58,101,
62,98,171,119,
62,98,171,119,
109,145,218,166,
123,159,232,180,
160,196,269,217,
98,132,197,150,
82,118,191,140,
102,138,209,160,
96,132,203,154,
105,141,214,162,
116,161,200,171,
111,156,195,166,
126,150,215,168,
106,130,195,148,
107,131,196,149,
60,96,169,117,
60,96,169,117,
109,103,200,147,
95,92,189,136,
96,90,187,134,
78,62,151,93,
77,61,150,92,
85,65,168,121,
76,8,159,112,
75,7,158,111,
92,87,168,101,
75,83,164,97,
76,84,165,98,
73,82,163,96,
73,82,163,96,
66,85,166,99,
69,80,161,94,
106,111,195,148,
100,105,189,142,
104,109,193,146,
53,89,162,111,
59,89,168,117,
72,90,179,130,
77,113,186,135,
70,106,179,128,
71,107,180,129,
67,103,176,125,
67,97,176,111,
58,90,167,104,
50,86,159,108,
50,86,159,108,
31,75,140,89,
28,72,137,86,
26,70,135,84,
35,79,133,66,
66,100,105,38,
52,95,129,62,
74,94,161,114,
73,93,160,113,
43,87,130,82,
62,106,136,79,
33,77,127,70,
22,66,131,79,
30,74,139,87,
40,84,127,85,
36,80,129,83,
33,77,137,72,
27,71,133,68,
69,97,102,35,
68,93,98,31,
75,96,101,8,
121,147,182,135,
132,158,193,146,
124,150,185,138,
146,172,207,160,
108,134,169,122,
133,159,194,147,
122,149,4,107,
123,150,1,108,
102,131,46,89,
101,130,45,88,
99,143,64,107,
99,143,66,109,
61,97,170,118,
61,97,170,118,
111,147,220,168,
142,178,251,199,
124,160,233,181,
130,166,239,187,
74,110,183,132,
108,144,215,166,
116,133,223,174,
106,142,215,163,
120,165,204,175,
112,157,196,167,
131,155,220,173,
108,132,197,150,
106,100,197,144,
85,102,192,143,
95,93,190,137,
101,95,192,139,
78,62,151,93,
96,76,179,132,
87,67,170,123,
77,9,160,113,
93,88,169,102,
76,84,165,98,
79,87,168,101,
84,92,173,106,
75,84,165,98,
72,83,164,97,
101,106,190,143,
55,91,164,113,
52,88,161,110,
60,90,169,118,
76,94,183,134,
75,93,182,133,
71,107,180,129,
72,108,181,130,
70,106,179,128,
75,111,184,133,
70,100,179,114,
53,89,162,111,
27,71,136,85,
23,67,132,81,
34,78,132,65,
54,97,131,64,
51,95,128,61,
83,103,170,123,
77,97,164,117,
75,95,162,115,
42,86,129,83,
32,76,128,71,
40,84,134,77,
26,70,134,77,
31,75,140,88,
49,93,136,94,
42,86,123,89,
41,85,128,84,
39,83,132,86,
40,84,125,87,
27,71,136,78,
26,70,134,69,
66,95,100,33,
76,97,102,7,
76,97,102,8,
123,149,184,137,
124,150,185,138,
141,167,202,155,
149,175,210,163,
109,135,170,123,
137,163,198,151,
123,150,4,108,
124,151,2,109,
124,151,2,109,
103,132,47,90,
103,132,47,90,
102,131,46,89,
98,142,65,108,
89,133,76,110,
118,154,227,175,
128,164,237,185,
159,195,268,216,
148,184,257,205,
73,109,182,131,
113,141,220,171,
114,131,221,172,
120,137,227,178,
113,149,222,170,
113,158,197,168,
82,100,189,140,
89,106,196,147,
94,94,191,138,
90,74,163,105,
97,77,180,133,
78,10,161,114,
78,10,161,114,
95,90,171,104,
77,85,166,99,
80,88,169,102,
85,93,174,107,
85,93,174,107,
102,107,191,144,
56,92,165,114,
53,89,162,111,
78,96,185,136,
76,94,183,134,
72,108,181,130,
74,110,183,132,
71,107,180,129,
78,114,187,136,
79,115,188,137,
22,66,131,80,
17,61,126,75,
35,79,131,64,
50,94,127,60,
80,100,167,120,
31,75,129,72,
44,88,138,81,
28,72,132,75,
36,80,145,93,
50,94,137,95,
43,87,128,90,
45,89,120,92,
44,88,135,91,
41,85,130,88,
26,70,135,77,
27,71,135,70,
24,68,133,71,
65,96,101,34,
77,98,103,8,
77,98,103,6,
77,98,103,7,
77,98,103,9,
162,188,223,176,
126,152,187,140,
142,168,203,156,
151,177,212,165,
110,136,171,124,
138,164,199,152,
124,151,5,109,
124,151,3,109,
126,153,4,111,
126,153,2,111,
125,152,1,110,
103,132,47,90,
97,141,66,109,
86,130,79,107,
120,156,229,177,
126,162,235,183,
136,172,245,193,
140,176,249,197,
149,185,258,206,
68,104,177,126,
115,139,222,173,
118,135,225,176,
112,129,219,170,
127,144,234,185,
122,139,229,180,
119,155,228,176,
115,160,199,170,
90,107,197,148,
93,95,192,139,
79,11,162,115,
81,13,164,117,
81,13,164,117,
97,92,173,106,
80,88,169,102,
81,89,170,103,
83,91,172,105,
86,94,175,108,
86,94,175,108,
106,111,195,148,
57,93,166,115,
54,90,163,112,
82,100,189,140,
79,97,186,137,
77,95,184,135,
74,110,183,132,
75,111,184,133,
75,111,184,133,
76,112,185,134,
83,119,192,141,
91,127,200,149,
92,128,201,150,
81,117,190,139,
20,64,129,78,
14,58,123,72,
19,63,128,77,
27,71,136,76,
38,82,128,61,
49,93,126,59,
29,73,131,74,
51,95,145,88,
29,73,132,75,
63,107,150,108,
47,91,132,94,
49,93,116,96,
48,92,123,95,
45,89,134,92,
46,90,137,93,
43,87,132,90,
39,83,148,90,
25,69,134,78,
28,72,137,75,
23,67,132,72,
68,99,104,37,
63,98,103,36,
78,99,104,9,
78,99,104,5,
78,99,104,8,
78,99,104,10,
158,194,230,183,
160,196,232,185,
127,153,188,141,
143,169,204,157,
152,178,213,166,
111,137,172,125,
140,166,201,154,
125,152,6,110,
126,153,2,111,
126,153,2,111,
104,133,48,91,
104,133,48,91,
86,130,77,120,
83,127,82,104,
125,161,234,182,
130,166,236,187,
152,188,261,209,
148,177,257,205,
154,190,263,211,
151,187,260,208,
67,103,176,125,
117,134,224,175,
120,144,227,178,
113,130,220,171,
111,128,218,169,
130,147,237,188,
129,146,236,187,
126,143,233,184,
124,141,231,182,
121,157,230,178,
123,159,232,180,
118,163,202,173,
135,180,219,190,
91,108,198,149,
95,97,194,141,
80,12,163,116,
82,14,165,118,
84,16,167,120,
83,15,166,119,
112,107,188,121,
83,91,172,105,
82,90,171,104,
84,92,173,106,
90,98,179,112,
88,96,177,110,
62,98,171,120,
59,95,168,117,
88,106,195,146,
87,105,194,145,
78,96,185,136,
87,105,194,145,
86,122,195,144,
77,113,186,135,
95,131,204,153,
86,122,195,144,
21,65,130,79,
19,63,128,77,
13,57,122,71,
21,65,130,79,
22,66,131,80,
28,72,137,77,
30,74,139,79,
40,84,126,59,
45,89,122,55,
52,96,146,89,
30,74,133,76,
66,110,153,111,
64,108,151,109,
101,145,186,148,
47,91,133,94,
62,106,103,109,
49,93,124,96,
49,93,140,96,
23,67,132,80,
26,70,135,79,
27,71,136,81,
22,66,131,73,
62,99,104,37,
79,100,105,10,
79,100,105,4,
79,100,105,9,
79,100,105,11,
155,191,227,180,
128,154,189,142,
169,195,230,183,
141,167,202,155,
127,154,8,112,
129,156,5,114,
128,155,4,113,
127,154,3,112,
107,136,51,94,
108,137,52,95,
105,134,49,92,
106,135,50,93,
94,138,85,128,
81,125,82,125,
82,126,83,103,
131,167,237,188,
133,169,233,186,
153,189,262,210,
152,173,261,209,
162,198,271,219,
66,102,175,124,
114,131,221,172,
122,146,229,180,
123,147,230,181,
109,126,216,167,
134,151,241,192,
132,149,239,190,
132,149,239,190,
127,144,234,185,
127,144,234,185,
125,142,232,183,
122,158,231,179,
124,160,233,181,
122,167,206,177,
123,168,207,178,
139,184,223,194,
92,109,199,150,
97,99,196,143,
96,98,195,142,
83,15,166,119,
84,16,167,120,
89,97,178,111,
86,94,175,108,
83,91,172,105,
88,96,177,110,
92,100,181,114,
92,100,181,114,
62,98,171,120,
90,108,197,148,
88,106,195,146,
94,103,200,147,
88,106,195,146,
90,126,199,148,
96,132,205,154,
99,135,208,157,
89,125,198,147,
28,72,137,86,
18,62,127,76,
14,58,123,72,
26,70,135,80,
25,69,134,82,
39,83,148,88,
30,74,139,76,
32,76,141,81,
42,86,124,57,
54,98,122,64,
51,95,115,48,
53,97,147,90,
32,76,131,78,
67,111,154,112,
65,109,152,110,
67,111,154,112,
57,101,143,104,
79,123,86,102,
65,109,140,112,
52,96,143,99,
56,100,147,103,
29,73,138,82,
32,76,141,86,
21,65,130,74,
70,107,112,45,
59,102,107,40,
82,103,108,1,
80,101,106,5,
80,101,106,10,
80,101,106,12,
157,193,229,182,
153,189,225,178,
129,155,190,143,
170,196,231,184,
143,169,204,157,
108,137,52,95,
109,138,53,96,
112,141,56,99,
107,136,51,94,
99,143,90,133,
99,143,90,133,
78,122,85,124,
81,125,84,102,
132,168,238,189,
132,168,238,189,
134,170,234,187,
138,174,228,181,
159,195,268,216,
153,172,262,210,
163,199,272,220,
163,199,272,220,
65,101,174,123,
125,149,232,183,
125,149,232,183,
124,148,231,182,
114,131,221,172,
98,115,205,156,
139,156,246,197,
135,152,242,193,
133,150,240,191,
177,194,284,235,
141,165,248,199,
131,148,238,189,
129,146,236,187,
131,148,238,189,
131,148,238,189,
124,160,233,181,
127,172,211,182,
125,170,209,180,
134,179,218,189,
140,185,224,195,
94,111,201,152,
95,112,202,153,
98,100,197,144,
97,100,197,144,
97,99,196,143,
84,16,167,120,
86,18,169,122,
85,17,168,121,
94,102,183,116,
90,98,179,112,
93,101,182,115,
94,102,183,116,
97,105,186,119,
97,115,204,155,
96,114,203,154,
90,108,197,148,
101,110,207,154,
91,127,200,149,
91,127,200,149,
104,140,213,162,
98,134,207,156,
19,63,128,77,
19,63,128,77,
17,61,126,75,
41,85,150,99,
15,59,124,73,
40,84,149,89,
36,80,145,82,
37,81,136,69,
34,78,143,83,
33,77,142,82,
41,85,132,65,
43,87,123,56,
56,100,120,66,
70,114,134,67,
47,91,119,52,
54,98,148,91,
54,98,148,91,
33,77,130,79,
33,77,132,79,
69,113,156,114,
66,110,153,111,
59,103,145,106,
60,104,146,107,
80,124,87,103,
67,111,142,114,
57,101,148,104,
31,75,140,84,
36,80,145,90,
34,78,143,88,
23,67,132,76,
20,64,129,75,
82,119,124,57,
62,105,110,43,
83,104,109,2,
81,102,107,6,
85,106,111,15,
81,102,107,13,
158,194,230,183,
152,188,224,177,
152,178,213,166,
133,159,194,147,
172,198,233,186,
144,170,205,158,
144,170,205,158,
113,142,57,100,
110,139,54,97,
110,139,54,97,
108,137,52,95,
100,144,91,134,
77,121,86,123,
133,169,239,190,
133,169,239,190,
135,171,235,188,
136,172,236,189,
139,175,227,180,
160,196,269,217,
160,196,269,217,
138,155,245,196,
167,203,276,224,
164,200,273,221,
164,200,273,221,
127,151,234,185,
126,150,233,184,
126,150,233,184,
114,132,221,172,
143,160,250,201,
145,162,252,203,
178,195,285,236,
169,186,276,227,
129,153,236,187,
157,181,264,215,
132,149,239,190,
143,160,250,201,
137,154,244,195,
132,149,239,190,
126,162,235,183,
128,173,212,183,
130,175,214,185,
137,182,221,192,
137,182,221,192,
141,186,225,196,
141,186,225,196,
95,112,202,153,
99,101,198,145,
104,106,203,150,
86,18,169,122,
88,20,171,124,
89,21,172,125,
86,18,169,122,
95,103,184,117,
95,103,184,117,
101,109,190,123,
102,110,191,124,
98,116,205,156,
98,116,205,156,
97,115,204,155,
101,119,208,159,
102,104,201,148,
92,128,201,150,
92,128,201,150,
93,129,202,151,
109,145,218,167,
106,142,215,164,
107,143,216,165,
36,80,145,94,
23,67,132,81,
22,66,131,80,
15,59,124,73,
52,96,161,110,
46,90,155,104,
19,63,128,77,
16,60,125,74,
44,88,153,90,
37,81,146,83,
46,90,139,72,
35,79,144,84,
34,78,143,83,
48,92,130,63,
45,89,121,54,
77,121,168,115,
57,101,119,67,
75,119,139,72,
70,114,135,68,
49,93,121,54,
55,99,149,92,
55,99,149,92,
55,99,149,92,
36,80,127,82,
34,78,131,80,
34,78,133,80,
37,81,136,83,
60,104,146,107,
61,105,147,108,
82,126,89,105,
60,104,116,70,
105,149,110,126,
68,112,143,115,
67,111,158,114,
32,76,141,85,
32,76,141,85,
37,81,146,91,
35,79,144,89,
24,68,133,77,
21,65,130,76,
19,63,128,76,
84,121,126,59,
63,106,111,44,
84,105,110,1,
86,107,112,16,
82,103,108,14,
162,198,234,187,
147,183,221,174,
156,182,217,170,
153,189,225,178,
134,160,195,148,
136,162,197,150,
173,199,234,187,
145,171,206,159,
145,171,206,159,
113,142,57,100,
111,140,55,98,
112,141,56,99,
110,139,54,97,
109,138,53,96,
75,119,88,121,
78,122,87,124,
136,172,236,189,
138,174,238,191,
137,173,237,190,
140,176,228,181,
140,176,226,179,
165,201,274,222,
165,201,274,222,
131,155,238,189,
130,154,237,188,
127,151,234,185,
125,143,232,183,
101,119,208,159,
144,161,251,202,
146,163,253,204,
181,198,288,239,
170,187,277,228,
168,185,275,226,
158,182,265,216,
144,161,251,202,
152,169,259,210,
145,162,252,203,
142,159,249,200,
140,157,247,198,
127,163,236,184,
127,163,236,184,
129,165,238,186,
142,187,226,193,
131,176,215,186,
138,183,222,193,
140,185,224,195,
138,183,222,193,
142,187,226,197,
105,107,204,151,
87,19,170,123,
98,106,187,120,
103,111,192,125,
99,117,206,157,
101,119,208,159,
104,122,211,162,
108,125,215,166,
93,129,202,151,
93,129,202,151,
93,129,202,151,
119,155,228,177,
124,160,233,182,
110,146,219,168,
109,145,218,167,
39,83,148,97,
42,86,151,100,
23,67,132,81,
14,58,123,72,
53,97,162,111,
54,98,163,112,
48,92,157,106,
20,64,129,78,
17,61,126,75,
17,61,126,75,
41,85,150,87,
47,91,156,93,
51,95,134,67,
35,79,144,84,
48,92,124,57,
50,94,132,65,
79,123,144,77,
56,100,150,93,
56,100,150,93,
56,100,150,93,
39,83,130,85,
46,90,117,92,
35,79,132,81,
35,79,132,81,
38,82,135,84,
61,105,147,108,
67,111,153,114,
84,128,91,107,
70,114,145,117,
70,114,161,117,
33,77,142,86,
33,77,142,86,
89,126,131,64,
64,107,112,45,
88,109,114,5,
85,106,111,2,
87,108,113,17,
83,104,109,15,
164,200,236,189,
165,201,237,190,
154,190,235,188,
148,184,222,175,
146,182,220,173,
146,191,230,197,
152,178,213,166,
150,189,232,185,
135,161,196,149,
137,163,198,151,
137,163,198,151,
146,172,207,160,
146,172,207,160,
113,142,57,100,
111,140,55,98,
111,140,55,98,
110,139,54,97,
76,120,89,122,
69,113,94,115,
79,123,88,125,
79,123,88,125,
137,173,237,190,
139,175,239,192,
139,175,239,192,
138,174,238,191,
138,174,238,191,
141,177,227,180,
141,177,225,178,
166,202,275,223,
166,202,275,223,
133,157,240,191,
133,157,240,191,
136,160,243,194,
135,159,242,193,
126,144,233,184,
149,166,256,207,
182,199,289,240,
172,189,279,230,
169,186,276,227,
159,183,266,217,
145,162,252,203,
157,174,264,215,
152,169,259,210,
146,163,253,204,
141,158,248,199,
128,164,237,185,
128,164,237,185,
133,169,242,190,
144,189,228,191,
154,199,238,205,
143,188,227,194,
144,189,228,195,
137,182,221,192,
147,192,231,202,
141,186,225,196,
153,198,237,208,
143,188,227,198,
155,200,239,210,
143,188,227,198,
112,114,211,158,
120,138,227,178,
108,126,215,166,
105,123,212,163,
124,141,231,182,
94,130,203,152,
120,156,229,178,
123,159,232,181,
130,166,239,188,
112,148,221,170,
113,149,222,171,
42,86,151,100,
45,89,154,103,
43,87,152,101,
31,75,140,89,
25,69,134,83,
13,57,122,71,
54,98,163,112,
49,93,158,107,
18,62,127,76,
18,62,127,76,
53,97,162,99,
48,92,157,94,
89,133,154,87,
59,103,153,96,
40,84,131,86,
42,86,133,88,
40,84,131,86,
47,91,118,93,
49,93,114,95,
37,81,134,83,
36,80,133,82,
39,83,136,85,
66,110,152,113,
68,112,154,115,
73,117,159,120,
87,131,94,110,
80,124,155,127,
34,78,143,87,
90,127,132,65,
90,111,116,7,
97,118,123,14,
89,110,115,6,
88,109,114,5,
89,110,115,19,
84,105,110,16,
165,201,237,190,
168,204,240,193,
153,189,236,189,
147,183,221,174,
147,183,219,172,
145,181,221,174,
145,190,229,196,
147,173,208,161,
148,174,209,162,
153,179,214,167,
149,188,233,186,
137,163,198,151,
138,164,199,152,
138,164,199,152,
148,174,209,162,
147,173,208,161,
148,174,209,162,
147,173,208,161,
114,143,58,101,
112,141,56,99,
113,142,57,100,
112,141,56,99,
112,141,56,99,
111,140,55,98,
111,140,55,98,
93,137,106,138,
70,114,95,116,
67,111,96,113,
81,125,90,127,
