61,50,63,81,81,77,
49,59,84,97,56,65,
57,58,71,89,70,73,
75,84,104,107,109,91,
59,68,88,91,93,75,
61,70,90,93,95,77,
57,50,69,73,87,73,
58,51,70,74,88,74,
82,30,49,48,96,98,
84,34,53,52,90,99,
75,44,63,62,115,91,
71,19,38,37,105,87,
40,50,23,44,96,55,
66,20,35,58,89,82,
62,16,39,62,85,78,
66,20,43,66,81,82,
69,26,41,64,75,84,
74,28,69,74,108,90,
56,10,47,56,90,72,
57,11,44,57,90,73,
59,1,54,47,93,75,
38,48,75,94,68,54,
41,51,78,97,65,57,
35,45,72,91,65,51,
34,44,71,90,52,50,
41,48,78,86,71,57,
51,11,58,49,91,67,
57,70,93,114,24,60,
47,57,84,103,39,63,
93,111,130,151,105,109,
91,101,128,147,65,101,
91,106,133,152,70,106,
99,126,153,172,90,112,
90,111,138,157,75,97,
92,107,134,153,71,101,
92,109,136,155,73,99,
124,134,161,180,98,134,
80,90,117,136,54,90,
73,90,117,136,54,90,
84,76,37,74,139,99,
78,103,129,128,131,115,
55,59,85,84,95,71,
80,84,95,102,120,96,
80,41,66,53,120,96,
82,30,39,44,116,98,
44,54,81,93,74,60,
60,59,78,77,100,76,
69,73,106,111,109,85,
61,50,63,79,81,77,
66,61,74,96,79,82,
61,46,59,81,81,77,
63,52,65,83,83,79,
45,55,82,101,41,61,
36,46,73,91,66,52,
58,57,70,90,71,74,
58,59,72,90,71,74,
90,99,119,122,124,106,
77,86,106,109,111,93,
61,70,90,93,95,77,
62,71,91,94,96,78,
65,58,77,81,95,81,
79,33,70,75,113,95,
72,29,42,64,78,87,
79,48,67,66,119,95,
72,47,66,65,112,88,
67,15,42,33,107,83,
72,20,37,38,106,88,
39,49,22,43,95,54,
37,51,24,45,93,52,
67,21,34,57,90,82,
63,17,40,63,84,79,
59,13,42,59,88,75,
60,35,50,73,66,75,
70,27,40,63,76,85,
75,29,70,75,109,91,
67,21,58,67,101,83,
66,20,53,66,99,82,
58,12,43,58,89,74,
60,2,55,48,94,76,
58,4,53,44,96,74,
42,52,79,95,72,58,
49,59,86,105,73,65,
44,54,81,100,58,60,
35,45,72,91,51,51,
40,49,77,87,70,56,
52,10,57,48,92,68,
52,62,89,108,34,68,
56,71,92,113,25,59,
58,71,94,115,23,61,
96,114,133,154,108,112,
95,113,132,153,107,111,
91,110,137,156,74,98,
91,112,139,158,76,96,
93,110,137,156,74,98,
81,91,118,137,55,91,
97,114,141,160,78,114,
71,63,24,61,126,86,
90,82,43,73,145,105,
83,108,134,133,136,120,
94,98,81,88,134,110,
81,85,96,103,121,97,
73,21,46,33,113,89,
76,24,33,38,110,92,
43,53,80,94,73,59,
67,52,71,70,107,83,
60,55,68,91,73,76,
85,70,83,105,105,101,
63,44,57,80,83,79,
70,59,72,90,90,86,
65,54,67,85,85,81,
50,60,87,106,36,66,
36,46,73,92,50,52,
46,56,83,101,76,62,
59,56,69,91,72,75,
59,60,73,91,72,75,
96,105,125,128,130,112,
90,99,119,122,124,106,
80,89,109,112,114,96,
63,72,92,95,97,79,
69,62,81,85,99,85,
81,35,72,77,115,97,
75,29,66,75,109,91,
73,30,43,65,79,88,
73,30,42,65,79,88,
71,32,39,62,81,86,
84,53,72,71,124,100,
70,18,43,30,110,86,
66,14,43,34,106,82,
76,24,41,42,110,92,
73,21,36,39,107,89,
56,66,39,60,112,71,
40,48,21,42,96,55,
41,51,24,45,97,56,
48,64,37,58,104,63,
34,54,27,48,90,49,
60,28,27,50,93,75,
54,41,56,79,60,69,
55,41,56,79,61,70,
70,29,38,61,78,85,
71,28,41,64,77,86,
76,30,71,76,110,92,
68,22,59,68,102,84,
63,3,58,51,97,79,
61,1,56,49,95,77,
57,5,52,43,97,73,
62,8,57,48,100,78,
52,62,89,108,76,68,
51,61,88,107,75,67,
53,11,58,49,93,69,
53,9,56,47,93,69,
53,63,90,109,35,69,
44,80,80,101,37,47,
19,55,55,76,64,33,
61,74,97,118,20,64,
97,115,134,155,109,113,
101,119,138,159,113,117,
95,114,141,160,78,102,
92,113,140,159,77,95,
94,111,138,157,75,97,
82,92,119,138,56,92,
109,126,153,172,90,126,
79,71,32,69,134,94,
70,62,23,60,125,85,
86,72,54,62,142,101,
94,86,47,76,149,109,
97,122,148,147,150,134,
96,96,79,86,136,112,
83,87,98,105,123,99,
83,87,98,105,123,99,
77,27,30,35,113,92,
61,54,67,90,74,77,
64,45,58,81,83,80,
69,58,71,89,89,85,
51,61,88,107,35,67,
47,57,84,102,77,63,
60,61,74,92,73,76,
91,100,120,123,125,107,
81,90,110,113,115,97,
68,77,97,100,102,84,
82,36,73,78,116,98,
76,30,67,76,110,92,
73,31,41,64,80,88,
64,35,32,55,84,79,
86,55,74,73,126,102,
72,20,41,28,112,87,
65,13,44,35,105,81,
79,27,44,45,113,95,
78,26,41,44,112,94,
58,68,41,62,114,73,
41,49,22,43,97,56,
43,45,18,39,99,58,
43,53,26,47,99,58,
44,54,27,48,100,59,
52,72,45,66,108,67,
30,58,31,52,86,45,
58,30,25,48,91,73,
52,43,58,81,58,67,
78,32,73,78,112,94,
79,33,74,79,113,95,
71,25,62,71,105,87,
62,10,47,38,102,78,
56,6,53,44,96,72,
64,10,59,50,102,80,
55,65,92,111,79,71,
54,12,59,50,94,70,
54,8,55,46,94,70,
54,64,91,110,36,70,
45,81,81,102,38,48,
43,79,79,100,38,46,
18,54,54,75,63,32,
26,62,62,83,71,40,
57,67,94,113,29,73,
69,82,105,126,28,72,
62,75,97,119,19,65,
101,119,138,159,113,117,
107,125,144,165,119,123,
102,120,139,160,114,118,
104,122,141,162,116,120,
96,115,142,161,79,103,
93,114,141,160,78,94,
95,112,139,158,76,98,
101,118,145,164,82,90,
84,94,121,140,58,94,
93,85,46,83,148,108,
66,58,19,56,121,81,
107,99,60,94,162,122,
85,71,54,61,141,100,
96,88,49,74,151,111,
103,128,151,153,156,140,
102,90,73,80,142,118,
91,95,106,113,131,107,
87,91,102,109,127,103,
100,104,115,122,140,116,
56,48,9,46,111,71,
79,29,32,33,115,94,
66,59,72,95,79,82,
64,51,64,87,77,80,
70,52,65,88,83,86,
53,63,90,109,37,69,
53,63,90,108,83,69,
82,91,111,114,116,98,
71,80,100,103,105,87,
84,38,75,80,118,100,
84,38,75,80,118,100,
77,31,68,77,111,93,
77,35,45,68,84,92,
70,41,38,61,90,85,
64,36,31,54,85,79,
63,36,33,56,85,78,
93,62,81,80,133,109,
66,26,35,22,118,81,
64,12,45,36,104,80,
65,75,48,69,121,80,
59,69,42,63,115,74,
44,52,25,46,100,59,
47,46,19,40,101,62,
46,42,15,36,102,61,
44,54,27,48,100,59,
41,69,42,63,97,56,
31,59,32,53,87,46,
29,59,32,53,85,44,
55,33,22,45,94,70,
48,47,62,85,54,63,
90,44,85,90,124,106,
81,35,76,81,115,97,
63,11,46,37,103,79,
60,10,52,43,100,76,
55,7,54,45,95,71,
70,16,65,56,108,86,
59,17,64,55,99,75,
55,65,92,111,37,71,
63,99,99,120,56,66,
44,80,80,101,39,47,
34,70,70,91,47,37,
28,64,64,85,73,42,
13,49,49,70,68,27,
19,55,55,76,62,32,
28,64,64,85,73,42,
52,79,88,109,41,67,
67,77,92,115,24,70,
63,76,98,120,18,66,
106,124,143,164,118,122,
110,128,147,168,122,126,
109,127,146,167,121,125,
103,121,140,161,115,119,
105,123,142,163,117,121,
108,126,145,166,120,124,
107,125,144,165,119,123,
102,121,148,167,85,109,
94,115,142,161,79,95,
99,120,147,166,84,88,
110,127,152,173,91,84,
85,95,122,141,59,95,
94,86,47,84,149,109,
64,56,17,54,119,79,
64,56,17,54,119,79,
106,98,59,95,161,121,
112,104,65,99,167,127,
109,101,62,96,164,124,
84,70,53,60,140,99,
99,85,60,70,155,114,
98,90,51,72,153,113,
108,133,146,158,161,145,
102,88,71,78,144,117,
103,107,118,125,143,119,
54,48,7,44,109,69,
57,49,10,47,112,72,
86,36,39,26,122,101,
72,65,78,101,85,88,
74,56,69,92,87,90,
56,66,93,112,40,72,
93,102,122,125,127,109,
83,92,112,115,117,99,
72,81,101,104,106,88,
88,42,79,84,122,104,
82,40,50,73,89,97,
71,42,39,62,91,86,
71,43,38,61,92,86,
56,43,28,49,92,71,
65,39,36,58,88,80,
96,65,84,83,136,112,
63,29,32,19,119,78,
70,80,53,74,126,85,
67,77,50,71,123,82,
60,70,43,64,116,75,
53,46,25,46,95,68,
47,41,14,37,102,62,
47,43,16,35,103,62,
45,55,28,49,101,60,
36,66,39,60,92,51,
28,60,33,54,84,43,
56,34,23,46,95,71,
54,34,21,44,95,69,
46,49,64,87,56,61,
57,56,71,94,45,72,
50,49,64,87,56,65,
102,56,97,102,136,118,
61,11,53,44,101,77,
71,17,66,57,109,87,
54,90,90,111,69,68,
33,69,69,90,48,36,
29,65,65,86,74,43,
14,50,50,71,69,26,
23,59,59,80,58,28,
29,65,65,86,74,43,
48,83,84,105,45,63,
68,76,91,114,25,71,
73,86,108,130,8,76,
108,126,145,166,120,124,
110,128,147,168,122,126,
113,131,150,171,125,129,
104,122,141,162,116,120,
106,124,143,164,118,122,
106,124,143,164,118,122,
122,140,159,180,134,138,
103,122,149,168,86,110,
99,120,147,166,84,100,
107,128,148,169,92,80,
109,129,150,171,93,82,
102,94,55,92,157,117,
63,55,16,53,118,78,
63,55,16,53,118,78,
108,100,61,97,163,123,
107,99,60,96,162,122,
107,99,60,96,162,122,
105,97,58,95,160,120,
114,106,67,101,169,129,
147,139,100,134,202,162,
110,102,63,97,165,125,
83,69,52,59,139,98,
101,87,62,68,157,116,
98,84,61,71,154,113,
99,91,52,71,154,114,
115,140,153,165,168,152,
110,135,144,160,163,147,
101,87,70,77,145,116,
109,113,124,131,149,125,
105,109,120,127,145,121,
53,47,8,43,108,68,
61,55,14,51,116,76,
59,51,12,49,114,74,
59,51,12,49,114,74,
95,45,48,17,131,110,
77,62,75,98,90,93,
76,58,71,94,89,92,
91,100,120,123,125,107,
84,93,113,116,118,100,
74,83,103,106,108,90,
91,49,59,82,98,106,
72,43,40,63,92,87,
72,44,39,62,93,87,
61,43,33,54,92,76,
67,41,38,60,90,82,
100,69,88,87,140,116,
99,68,87,86,139,115,
57,35,26,25,113,72,
68,34,37,14,124,83,
74,84,57,78,130,89,
69,79,52,73,125,84,
65,75,48,69,121,80,
56,49,28,49,98,71,
52,46,19,42,107,67,
48,44,17,34,104,63,
30,64,37,58,86,45,
27,61,34,55,83,42,
44,51,66,89,58,59,
65,64,79,102,37,80,
68,67,82,105,56,83,
52,51,66,89,58,67,
72,18,67,58,110,88,
46,82,82,103,77,60,
61,97,97,118,76,75,
24,60,60,81,57,27,
21,57,57,78,76,19,
34,70,70,91,79,48,
28,64,64,85,65,43,
69,73,88,111,28,74,
74,87,109,131,7,77,
109,127,146,167,121,125,
111,129,147,169,123,127,
124,142,161,182,136,140,
111,129,148,169,123,127,
107,125,144,165,119,123,
107,125,144,165,119,123,
128,146,165,186,140,144,
121,140,167,186,104,128,
100,121,148,167,85,101,
100,121,148,167,85,101,
106,134,142,163,98,74,
107,135,143,164,99,75,
62,54,15,52,117,77,
62,54,15,52,117,77,
109,101,62,98,164,124,
123,115,76,112,178,138,
160,152,113,147,215,175,
98,84,67,74,148,113,
82,68,51,58,138,97,
102,88,63,67,158,117,
96,82,63,72,152,111,
105,97,58,65,160,120,
116,141,154,166,169,153,
111,136,143,161,164,148,
126,130,141,148,166,142,
106,110,121,128,146,122,
107,111,122,129,147,123,
60,52,13,50,115,75,
60,52,13,50,115,75,
109,59,62,31,145,124,
95,48,51,14,134,110,
96,46,49,18,132,111,
78,63,76,99,91,94,
77,59,72,95,90,93,
85,94,114,117,119,101,
76,85,105,108,110,92,
75,84,104,107,109,91,
92,50,60,83,99,107,
75,46,43,66,95,90,
76,47,44,67,96,91,
73,45,40,63,94,88,
73,45,40,63,94,88,
66,48,38,59,97,81,
69,43,40,62,92,84,
106,75,94,93,146,122,
100,69,88,87,140,116,
104,73,92,91,144,120,
53,39,22,29,109,68,
59,37,28,27,115,74,
72,38,41,10,128,87,
77,87,60,81,133,92,
70,80,53,74,126,85,
71,81,54,75,127,86,
67,77,50,71,123,82,
67,60,39,60,109,82,
58,52,25,48,102,73,
50,46,19,36,106,65,
50,42,19,32,106,65,
31,65,38,59,87,46,
28,62,35,56,84,43,
26,62,35,56,82,41,
35,60,71,92,64,50,
66,65,80,103,36,81,
52,58,73,96,60,67,
74,20,69,60,112,90,
73,19,68,59,111,89,
43,79,79,100,80,57,
62,98,98,119,77,76,
33,69,69,90,68,16,
22,58,58,79,77,18,
30,66,66,87,85,28,
40,76,76,97,83,54,
36,72,72,93,81,50,
33,69,69,90,70,48,
27,63,63,84,66,42,
69,68,83,106,33,79,
68,74,89,112,29,75,
75,88,110,132,6,78,
121,139,137,173,133,137,
132,150,169,190,144,148,
124,142,161,182,136,140,
146,164,183,204,158,162,
108,126,145,166,120,124,
133,151,170,191,145,149,
122,141,168,187,105,129,
123,142,169,188,106,130,
102,123,150,169,87,103,
101,122,149,168,86,102,
99,135,135,156,105,67,
99,130,135,156,107,83,
61,53,14,51,116,76,
61,53,14,51,116,76,
111,103,64,100,166,126,
142,134,95,131,197,157,
124,116,77,113,179,139,
130,122,83,119,185,145,
74,60,43,50,130,89,
108,94,69,61,164,123,
116,82,75,48,172,131,
106,98,59,66,161,121,
120,145,158,170,173,157,
112,137,142,162,165,149,
131,135,146,153,171,147,
108,112,123,130,148,124,
106,56,59,28,142,121,
85,51,54,23,141,100,
95,49,52,13,135,110,
101,51,54,23,137,116,
78,60,73,96,91,94,
96,105,125,128,130,112,
87,96,116,119,121,103,
77,86,106,109,111,93,
93,51,61,84,100,108,
76,47,44,67,96,91,
79,50,47,70,99,94,
84,55,52,75,104,99,
75,47,42,65,96,90,
72,46,43,65,95,87,
101,70,89,88,141,117,
55,41,24,31,111,70,
52,40,21,30,108,67,
60,38,29,28,116,75,
76,42,45,6,132,91,
75,41,44,13,131,90,
71,81,54,75,127,86,
72,82,55,76,128,87,
70,80,53,74,126,85,
75,85,58,79,131,90,
70,63,42,63,112,85,
53,45,22,35,109,68,
27,63,36,57,83,42,
23,59,38,59,79,38,
34,61,70,91,63,49,
54,60,75,98,62,69,
51,59,74,97,59,66,
83,29,78,69,121,99,
77,23,72,63,115,93,
75,21,70,61,113,91,
42,78,78,99,81,56,
32,68,68,89,69,15,
40,76,76,97,75,23,
26,62,62,83,75,14,
31,67,67,88,86,29,
49,85,85,106,92,63,
42,78,78,99,87,56,
41,77,77,98,82,55,
39,75,75,96,84,53,
40,76,76,97,85,54,
27,63,63,84,76,42,
26,62,62,83,67,41,
66,76,91,114,31,77,
76,89,111,133,5,79,
76,89,111,133,6,79,
123,141,139,175,135,139,
124,142,134,170,136,140,
141,159,178,199,153,157,
149,167,186,207,161,165,
109,127,146,167,121,125,
137,155,174,195,149,153,
123,142,169,188,106,130,
124,143,170,189,107,131,
124,143,170,189,107,131,
103,124,151,170,88,104,
103,124,151,170,88,104,
102,123,150,169,87,103,
98,134,134,155,106,66,
89,120,125,146,108,93,
118,110,71,107,173,133,
128,120,81,112,183,143,
159,151,112,148,214,174,
148,140,101,137,203,163,
73,59,42,49,129,88,
113,90,74,56,169,128,
114,80,77,46,170,129,
120,86,79,52,176,135,
113,105,66,73,168,128,
113,138,141,163,166,150,
82,48,51,20,138,97,
89,55,58,27,145,104,
94,50,53,12,136,109,
90,72,85,108,103,106,
97,106,126,129,131,113,
78,87,107,110,112,94,
78,87,107,110,112,94,
95,53,63,86,102,110,
77,48,45,68,97,92,
80,51,48,71,100,95,
85,56,53,76,105,100,
85,56,53,76,105,100,
102,71,90,89,142,118,
56,42,25,32,112,71,
53,41,22,31,109,68,
78,44,47,4,134,93,
76,42,45,14,132,91,
72,82,55,76,128,87,
74,84,57,78,130,89,
71,81,54,75,127,86,
78,88,61,82,134,93,
79,89,62,83,135,94,
22,58,39,60,78,37,
17,53,53,74,73,32,
35,62,71,92,62,50,
50,60,75,98,58,65,
80,26,75,66,118,96,
31,67,67,88,70,14,
44,80,80,101,79,27,
28,64,64,85,73,12,
36,72,72,93,91,34,
50,86,86,107,93,64,
43,79,79,100,88,57,
45,81,81,102,90,59,
44,80,80,101,89,58,
41,77,77,98,86,55,
26,62,62,83,75,41,
27,63,63,84,68,42,
24,60,60,81,69,39,
65,77,92,115,32,78,
77,90,112,134,6,80,
77,90,112,134,4,80,
77,90,112,134,5,80,
77,90,112,134,7,80,
162,161,122,158,174,178,
126,144,132,168,138,142,
142,160,179,200,154,158,
151,169,188,209,163,167,
110,128,147,168,122,126,
138,156,175,196,150,154,
124,143,170,189,107,131,
124,143,170,189,107,131,
126,145,172,191,109,133,
126,145,172,191,109,133,
125,144,171,190,108,132,
103,124,151,170,88,104,
97,133,133,154,107,65,
86,117,122,143,105,96,
120,112,73,109,175,135,
126,118,79,115,181,141,
136,128,89,120,191,151,
140,132,93,100,195,155,
149,141,102,138,204,164,
68,54,37,44,124,83,
115,88,76,54,171,130,
118,84,81,50,174,133,
112,78,79,44,168,127,
127,93,86,59,183,142,
122,88,81,54,178,137,
119,111,72,79,174,134,
115,140,139,165,168,152,
90,56,59,28,146,105,
93,51,54,11,137,108,
79,88,108,111,113,95,
81,90,110,113,115,97,
81,90,110,113,115,97,
97,55,65,88,104,112,
80,51,48,71,100,95,
81,52,49,72,101,96,
83,54,51,74,103,98,
86,57,54,77,106,101,
86,57,54,77,106,101,
106,75,94,93,146,122,
57,43,26,33,113,72,
54,42,23,32,110,69,
82,48,51,8,138,97,
79,45,48,17,135,94,
77,43,46,15,133,92,
74,84,57,78,130,89,
75,85,58,79,131,90,
75,85,58,79,131,90,
76,86,59,80,132,91,
83,93,66,87,139,98,
91,101,74,95,147,106,
92,102,75,96,148,107,
81,91,64,85,137,96,
20,56,41,62,76,35,
14,50,50,71,70,29,
19,55,55,76,75,34,
27,63,63,84,74,42,
38,65,74,95,59,53,
49,61,76,99,57,64,
29,65,65,86,72,12,
51,87,87,108,86,34,
29,65,65,86,73,11,
63,99,99,120,106,77,
47,83,83,104,92,61,
49,85,85,106,94,63,
48,84,84,105,93,62,
45,81,81,102,90,59,
46,82,82,103,91,60,
43,79,79,100,88,57,
39,75,75,96,88,54,
25,61,61,82,76,40,
28,64,64,85,73,43,
23,59,59,80,70,38,
68,80,95,118,35,81,
63,79,94,117,34,78,
78,91,113,135,7,81,
78,91,113,135,3,81,
78,91,113,135,6,81,
78,91,113,135,8,81,
158,150,111,147,181,173,
160,152,113,149,183,175,
127,145,131,167,139,143,
143,161,180,201,155,159,
152,170,189,210,164,168,
111,129,148,169,123,127,
140,158,177,198,152,156,
125,144,171,190,108,132,
126,145,172,191,109,133,
126,145,172,191,109,133,
104,125,152,171,89,105,
104,125,152,171,89,105,
86,122,122,143,118,54,
83,114,119,140,102,97,
125,117,78,114,180,140,
130,122,83,119,185,145,
152,144,105,136,207,167,
148,126,101,92,203,163,
154,146,107,143,209,169,
151,143,104,140,206,166,
67,53,36,43,123,82,
117,83,81,49,173,132,
120,93,81,59,176,135,
113,79,80,45,169,128,
111,77,80,43,167,126,
130,96,89,62,186,145,
129,95,88,61,185,144,
126,92,85,58,182,141,
124,90,83,56,180,139,
121,113,74,81,176,136,
123,115,76,83,178,138,
118,143,136,168,171,155,
135,160,159,185,188,172,
91,57,60,29,147,106,
95,53,56,13,139,110,
80,89,109,112,114,96,
82,91,111,114,116,98,
84,93,113,116,118,100,
83,92,112,115,117,99,
112,70,80,103,119,127,
83,54,51,74,103,98,
82,53,50,73,102,97,
84,55,52,75,104,99,
90,61,58,81,110,105,
88,59,56,79,108,103,
62,48,31,38,118,77,
59,45,28,35,115,74,
88,54,57,6,144,103,
87,53,56,25,143,102,
78,44,47,16,134,93,
87,53,56,25,143,102,
86,96,69,90,142,101,
77,87,60,81,133,92,
95,105,78,99,151,110,
86,96,69,90,142,101,
21,57,42,63,77,36,
19,55,42,63,75,34,
13,49,49,70,69,28,
21,57,57,78,77,36,
22,58,58,79,78,37,
28,64,64,85,75,43,
30,66,66,87,77,45,
40,67,76,97,57,55,
45,65,80,102,53,60,
52,88,88,109,87,35,
30,66,66,87,74,10,
66,102,102,123,109,80,
64,100,100,121,107,78,
101,137,137,158,146,115,
47,83,83,104,92,61,
62,98,98,119,107,76,
49,85,85,106,94,63,
49,85,85,106,94,63,
23,59,59,80,78,38,
26,62,62,83,77,41,
27,63,63,84,79,42,
22,58,58,79,71,37,
62,80,95,118,35,77,
79,92,114,136,8,82,
79,92,114,136,2,82,
79,92,114,136,7,82,
79,92,114,136,9,82,
155,147,108,144,178,170,
128,146,130,166,140,144,
169,187,206,227,181,185,
141,159,178,199,153,157,
127,146,173,192,110,134,
129,148,175,194,112,136,
128,147,174,193,111,135,
127,146,173,192,110,134,
107,128,155,174,92,108,
108,129,156,175,93,109,
105,126,153,172,90,106,
106,127,154,173,91,107,
94,130,130,151,126,62,
81,117,117,138,123,49,
82,113,118,139,101,96,
131,123,84,120,186,146,
133,125,86,122,184,148,
153,145,106,137,208,168,
152,122,105,88,207,167,
162,154,115,151,217,177,
66,52,35,42,122,81,
114,80,81,46,170,129,
122,95,83,61,178,137,
123,96,84,62,179,138,
109,75,78,41,165,124,
134,100,93,66,190,149,
132,98,91,64,188,147,
132,98,91,64,188,147,
127,93,86,59,183,142,
127,93,86,59,183,142,
125,91,84,57,181,140,
122,114,75,82,177,137,
124,116,77,84,179,139,
122,147,132,168,175,159,
123,148,141,173,176,160,
139,164,163,189,192,176,
92,58,61,30,148,107,
97,55,58,15,141,112,
96,54,57,14,140,111,
83,92,112,115,117,99,
84,93,113,116,118,100,
89,60,57,80,109,104,
86,57,54,77,106,101,
83,54,51,74,103,98,
88,59,56,79,108,103,
92,63,60,83,112,107,
92,63,60,83,112,107,
62,48,31,38,118,77,
90,56,59,8,146,105,
88,54,57,26,144,103,
94,59,62,19,145,109,
88,54,57,26,144,103,
90,100,73,94,146,105,
96,106,79,100,152,111,
